1,1,43,7
1,2,43,10
1,3,43,13
1,4,43,15
1,5,43,17
1,6,43,17
1,7,43,18
1,8,43,18
1,9,43,18
1,10,43,19
1,11,43,20
1,12,43,23
1,13,43,27
1,14,43,28
1,15,43,29
1,16,43,30
1,17,43,32
1,18,43,33
1,19,43,35
1,20,43,35
1,21,43,35
1,22,43,37
1,23,43,37
1,24,43,37
1,25,43,40
1,26,43,41
1,27,43,42
1,28,43,42
1,29,43,43
1,30,43,43
1,31,43,43
1,32,43,43
1,33,43,44
1,34,43,44
1,35,43,44
1,36,43,45
1,37,43,45
1,38,43,45
1,39,43,45
1,40,43,45
1,41,43,45
1,42,43,46
1,43,43,46
1,44,43,46
1,45,43,46
1,46,43,46
1,47,43,46
1,48,43,47
1,49,43,47
1,50,43,48
2,1,43,51
2,2,43,52
2,3,43,54
2,4,43,56
2,5,43,58
2,6,43,58
2,7,43,58
2,8,43,58
2,9,43,58
2,10,43,58
2,11,43,58
2,12,43,58
2,13,43,60
2,14,43,60
2,15,43,61
2,16,43,64
2,17,43,64
2,18,43,65
2,19,43,65
2,20,43,66
2,21,43,66
2,22,43,66
2,23,43,66
2,24,43,66
2,25,43,68
2,26,43,73
2,27,43,74
2,28,43,78
2,29,43,83
2,30,43,85
2,31,43,86
2,32,43,87
2,33,43,91
2,34,43,93
2,35,43,95
2,36,43,96
2,37,43,96
2,38,43,96
2,39,43,96
2,40,43,96
3,1,43,97
3,2,43,114
3,3,43,128
3,4,43,137
3,5,43,142
3,6,43,143
3,7,43,145
3,8,43,145
3,9,43,146
3,10,43,147
3,11,43,148
3,12,43,149
3,13,43,149
3,14,43,150
3,15,43,155
3,16,43,156
3,17,43,162
3,18,43,162
3,19,43,162
3,20,43,162
3,21,43,163
3,22,43,163
3,23,43,164
3,24,43,172
3,25,43,172
3,26,43,173
3,27,43,173
4,1,43,175
4,2,43,176
4,3,43,176
4,4,43,179
4,5,43,182
4,6,43,184
4,7,43,189
4,8,43,190
4,9,43,192
4,10,43,192
4,11,43,194
4,12,43,194
4,13,43,195
4,14,43,196
4,15,43,197
4,16,43,197
4,17,43,199
4,18,43,200
4,19,43,202
4,20,43,204
4,21,43,207
4,22,43,208
4,23,43,210
4,24,43,210
4,25,43,213
4,26,43,213
4,27,43,213
4,28,43,213
4,29,43,213
4,30,43,216
4,31,43,216
4,32,43,217
4,33,43,218
4,34,43,218
4,35,43,218
4,36,43,218
5,1,43,220
5,2,43,223
5,3,43,223
5,4,43,223
5,5,43,223
5,6,43,224
5,7,43,224
5,8,43,224
5,9,43,224
5,10,43,225
5,11,43,225
5,12,43,225
5,13,43,226
5,14,43,226
5,15,43,228
5,16,43,228
5,17,43,231
5,18,43,231
5,19,43,234
5,20,43,234
5,21,43,234
5,22,43,236
5,23,43,236
5,24,43,236
5,25,43,236
5,26,43,237
5,27,43,241
5,28,43,242
5,29,43,242
5,30,43,243
5,31,43,244
5,32,43,244
5,33,43,245
5,34,43,249
6,1,43,251
6,2,43,257
6,3,43,259
6,4,43,265
6,5,43,266
6,6,43,274
6,7,43,275
6,8,43,279
6,9,43,282
6,10,43,283
6,11,43,285
6,12,43,285
6,13,43,285
6,14,43,285
6,15,43,286
6,16,43,286
6,17,43,286
6,18,43,286
6,19,43,286
6,20,43,286
6,21,43,286
6,22,43,286
6,23,43,286
6,24,43,286
7,1,43,288
7,2,43,291
7,3,43,292
7,4,43,293
7,5,43,293
7,6,43,294
7,7,43,298
7,8,43,298
7,9,43,300
7,10,43,300
7,11,43,300
7,12,43,300
7,13,43,301
7,14,43,301
7,15,43,304
7,16,43,308
7,17,43,310
7,18,43,310
7,19,43,310
7,20,43,310
7,21,43,310
8,1,43,312
8,2,43,312
8,3,43,312
8,4,43,312
9,1,43,314
9,2,43,318
9,3,43,320
9,4,43,320
9,5,43,321
9,6,43,322
9,7,43,322
9,8,43,323
9,9,43,324
9,10,43,324
9,11,43,326
9,12,43,326
9,13,43,328
9,14,43,330
9,15,43,334
9,16,43,334
9,17,43,335
9,18,43,337
9,19,43,338
9,20,43,339
9,21,43,340
9,22,43,341
9,23,43,342
9,24,43,342
9,25,43,342
9,26,43,344
9,27,43,345
9,28,43,345
9,29,43,346
9,30,43,346
9,31,43,347
10,1,43,350
10,2,43,351
10,3,43,352
10,4,43,352
10,5,43,352
10,6,43,353
10,7,43,361
10,8,43,362
10,9,43,363
10,10,43,363
10,11,43,363
10,12,43,365
10,13,43,365
10,14,43,365
10,15,43,366
10,16,43,366
10,17,43,366
10,18,43,366
10,19,43,366
10,20,43,366
10,21,43,367
10,22,43,368
10,23,43,368
10,24,43,369
11,1,43,371
11,2,43,374
11,3,43,374
11,4,43,378
11,5,43,378
11,6,43,379
11,7,43,380
11,8,43,381
11,9,43,382
11,10,43,382
11,11,43,383
11,12,43,385
11,13,43,385
11,14,43,386
11,15,43,386
11,16,43,387
11,17,43,387
11,18,43,389
11,19,43,390
11,20,43,392
11,21,43,393
11,22,43,393
12,1,43,397
12,2,43,398
12,3,43,404
12,4,43,404
12,5,43,404
12,6,43,405
12,7,43,406
12,8,43,406
12,9,43,407
12,10,43,407
12,11,43,408
12,12,43,408
12,13,43,408
12,14,43,409
12,15,43,409
12,16,43,409
12,17,43,409
12,18,43,410
12,19,43,411
12,20,43,412
12,21,43,413
12,22,43,413
12,23,43,414
12,24,43,414
12,25,43,415
13,1,43,416
13,2,43,417
13,3,43,417
13,4,43,417
13,5,43,417
13,6,43,418
13,7,43,418
13,8,43,418
13,9,43,419
13,10,43,419
13,11,43,419
13,12,43,420
13,13,43,421
13,14,43,421
13,15,43,421
13,16,43,422
13,17,43,428
13,18,43,430
13,19,43,430
13,20,43,430
13,21,43,430
13,22,43,432
13,23,43,432
13,24,43,432
13,25,43,432
13,26,43,432
13,27,43,433
13,28,43,433
13,29,43,434
14,1,43,436
14,2,43,437
14,3,43,437
14,4,43,437
14,5,43,437
14,6,43,438
14,7,43,438
14,8,43,439
14,9,43,439
14,10,43,440
14,11,43,440
14,12,43,440
14,13,43,440
14,14,43,440
14,15,43,440
14,16,43,440
14,17,43,441
14,18,43,441
14,19,43,442
14,20,43,442
14,21,43,442
14,22,43,443
14,23,43,443
14,24,43,443
14,25,43,444
14,26,43,444
14,27,43,445
14,28,43,445
14,29,43,445
14,30,43,446
14,31,43,446
14,32,43,446
14,33,43,447
14,34,43,447
14,35,43,447
14,36,43,449
15,1,44,1
15,2,44,3
15,3,44,4
15,4,44,5
15,5,44,7
15,6,44,8
15,7,44,8
15,8,44,9
15,9,44,9
15,10,44,9
16,1,44,12
16,2,44,13
16,3,44,13
16,4,44,14
16,5,44,14
16,6,44,14
16,7,44,14
16,8,44,14
16,9,44,15
16,10,44,15
16,11,44,15
16,12,44,15
16,13,44,15
17,1,44,19
17,2,44,21
17,3,44,21
17,4,44,21
17,5,44,21
17,6,44,21
17,7,44,21
17,8,44,21
17,9,44,21
17,10,44,21
18,1,44,22
18,2,44,27
18,3,44,27
18,4,44,27
18,5,44,28
18,6,44,28
18,7,44,28
18,8,44,28
18,9,44,28
18,10,44,28
18,11,44,28
18,12,44,28
18,13,44,28
18,14,44,28
18,15,44,28
18,16,44,28
18,17,44,28
18,18,44,28
18,19,44,28
18,20,44,28
18,21,44,28
18,22,44,28
18,23,44,28
18,24,44,28
18,25,44,28
18,26,44,28
18,27,44,28
18,28,44,28
18,29,44,28
18,30,44,28
18,31,44,28
18,32,44,28
18,33,44,30
18,34,44,30
18,35,44,30
18,36,44,30
18,37,44,30
18,38,44,30
18,39,44,30
18,40,44,31
18,41,44,31
18,42,44,31
19,1,44,53
19,2,44,54
19,3,44,57
19,4,44,57
19,5,44,58
19,6,44,58
19,7,44,58
19,8,44,59
19,9,44,64
19,10,44,67
19,11,44,69
19,12,44,70
19,13,44,70
19,14,44,70
19,15,44,71
19,16,44,72
19,17,44,77
19,18,44,78
19,19,44,83
19,20,44,83
19,21,44,84
19,22,44,85
19,23,44,91
19,24,44,91
19,25,44,93
19,26,44,94
19,27,44,95
19,28,44,96
19,29,44,97
19,30,44,97
19,31,44,98
19,32,44,101
19,33,44,102
19,34,44,102
19,35,44,103
19,36,44,103
19,37,44,103
19,38,44,104
19,39,44,104
19,40,44,106
19,41,44,111
19,42,44,113
19,43,44,113
19,44,44,113
19,45,44,114
19,46,44,114
19,47,44,115
19,48,44,115
19,49,44,116
19,50,44,116
19,51,44,117
19,52,44,119
19,53,44,119
19,54,44,119
19,55,44,119
19,56,44,120
19,57,44,120
19,58,44,120
19,59,44,121
19,60,44,122
19,61,44,123
19,62,44,123
19,63,44,124
19,64,44,125
19,65,44,125
19,66,44,125
19,67,44,125
